skelbimo_pavadinimas;Namo numeris:;Plotas:;Kaina mėn.:;Kambarių sk.:;Aukštas:;Aukštų sk.:;Metai:;Pastato tipas:;Šildymas:;Įrengimas:;Ypatybės:;Papildomos patalpos:;Papildoma įranga:;Apsauga:;Nuoroda;Įdėtas;Redaguotas;Aktyvus iki;Įsiminė;Peržiūrėjo;kaina_eur;coordinate_x;coordinate_y;Skelbimą peržiūrėjo (iš viso/šiandien);Skelbimo tekstas;error_get_energy_consumption_class;error_get_air_polution_data;url_crawl;Pastato energijos suvartojimo klasė:;Buto numeris:;Azoto dioksidas (NO2);Kietosios dalelės (KD10);energijos_suvartojimo_klase;error_get_perziuru_sk;error_get_coordinates;scrape_date
Vilnius, Burbiškės, Burbiškių g., 2 kambarių buto nuoma;6;60 m²;1 000 €;2;2;4;2021;Mūrinis;Centrinis kolektorinis;Įrengtas;Aukštos lubos, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu;Balkonas, Vieta automobiliui, Drabužinė;Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina, Rekuperacinė sistema;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/4-1186310;2022-10-16;2022-11-06;2022-11-30;25;1281/17 (iš viso/šiandien);1000;54.657031;25.259785;1281/17;"Namai miške, šalia Vilniaus centro!Išnuomuojamas dviejų kambarių, puikiai išplanuotas butas. Kokybiškai įrengtas. Ąžuolo parketo grindys, visi baldai gaminti pagal užsakymą, ažuolinis medžio masyvo stalas, virtuvės technika AEG aukščiausios klasės. 3 metrų lubos!Vonios kambaryje dušo kabina, skalbimo mašina, džiovyklė, elektra šildomos grindys.Miegamajame įeinama 7 kv.m drabužinė.9 kv.m terasa su vaizdu į mišką.Nedideli komunaliniai mokesčiai.
Depozitas: 2 mėn. nuomos suma.Butas turi savo parkavimo vietą.Šviesolaidinis internetas, televizija.
Rekuperacija, šildomos grindys.Butas naujame komplekse “Miško ardai”, kurio vidinis parkas užima 1 hektaro plotą. Parke rasite sporto aikštelę, grilių, žaidimų aikštelę, stalo tenisą bei baseiną su gultais!Šalia komplekso sutvarkyti vaikščiojimo ir bėgiojimo takai, dviračių trasos.Iki miesto centro su automobiliu 10min.Butas jau laisvas!";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-burbiskes-burbiskiu-g-namai-miske-salia-vilniaus-centro-4-1186310/;A+;;;;;;;2022_11_13
Vilnius, Naujamiestis, Švitrigailos g., 1 kambario buto nuoma;11D;20 m²;600 €;1;3;3;2013 statyba, 2018 renovacija;Mūrinis;Dujinis;Įrengtas;Internetas, Kabelinė televizija;Vieta automobiliui;Kondicionierius, Su baldais, Šaldytuvas, Dušo kabina;Signalizacija, Vaizdo kameros;www.aruodas.lt/4-1039973;2022-09-06;2022-11-08;2022-11-23;105;50235/20 (iš viso/šiandien);600;54.675255;25.267796;50235/20;Nuomojamas išskirtinis kambarys Naujamiestyje šalia Senamieščio/Centro.Jokių agentūros ir komunalinių mokesčių!!!2018 m. Atnaujintas trijų žvaigždučių viešbutis Vilniuje „VILNIUS CITY HOTEL“ siūlo modernų, šeimai priklausantį, viešbutį apgyvendinimą miesto centre, 45 kambariai.15 minučių pėsčiomis iki autobusų ir geležinkelio stočių, tiesiai 4 km. važiuoti į Vilniaus oro uostą, „IKEA“, „Nordika“ ir „Senukų“ prekybos centrus vienoje vietoje*Standartinis kambarys - 600 eur/men.;'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-svitrigailos-g-nuomojamas-isskirtinis-kambarys-naujamiestyje-4-1039973/;A;;;;;;;2022_11_13
Vilnius, Šnipiškės, Kintų g., 2 kambarių buto nuoma;13;34 m²;700 €;2;3;4;2022;Monolitinis;Centrinis;Įrengtas;Uždaras kiemas, Internetas, Virtuvė sujungta su kambariu;Balkonas, Vieta automobiliui, Drabužinė;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina, Rekuperacinė sistema;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/4-1176489;2022-11-07;2022-11-07;2022-12-22;39;580/13 (iš viso/šiandien);700;54.7015;25.277296;580/13;"Išnuomojamas visiškai naujas, puikiai įrengtas, stilingas, šviesus butas šalia centro Kintų gatvėje:
•	Puiki vieta, vos keli šimtai metrų nuo „Europos“ prekybos centro, netoli Baltojo tilto;
•	Butas visiškai naujas, jame yra viskas ko reikia:o	svetainė sujungta su valgomuoju ir virtuve (kaitlentė, orkaitė / mikrobangų krosnelė viename, indaplovė),
o	miegamasis su erdvia spinta,
o	darbo vieta su patogiu stalu bei kėde,
o	drabužinė / tamsus kambarys,
o	vonios kambarys su dušu ir skalbimo mašina,
o	didžiulis balkonas (8 kvadratiniai metrai),
o	puikus, skoningai apželdintas, su pasivaikščiojimo takais ir suoliukais bei žaidimo aikštelėmis vidinis uždaras kiemas;
•	Butas puikiai įrengtas su kokybiška buitine bei vaizdo technika, pagal užsakymą pagamintais baldais, kilimu, užuolaidomis bei kitomis interjero detalėmis, individuali rekuperacija, labai ekonomiškas (A+ klasė)
•	Už papildomą mokestį galima išsinuomoti parkavimo vietą garaže po namu;
•	Bute nerūkoma, butas nuomojamas asmeniui (asmenims) be naminių gyvūnų;
•	Pasirašius sutartį, imamas 2 mėn. depozitas.A brand new, well-furnished, stylish, and bright apartment for rent near the center on Kintu street:
• Great location, just a few hundred meters from the ""Europa"" shopping center, near the White Bridge;
• The apartment is designed perfectly, with everything you need:
•the living room is connected with the dining room and kitchen (hob, oven / microwave hybrid, dishwasher),
•bedroom with a spacious closet,
•workplace with a comfortable table and chair,
•cloakroom/darkroom,
•bathroom with a shower and washing machine,
•huge balcony (8 square metres),
•great, tastefully landscaped inner courtyard with walking paths, benches and playgrounds;
• The apartment is perfectly equipped with high-quality household and video equipment, custom-made furniture, carpet, curtains and other interior details, individual recuperation, very economical (A+ class);
• You can rent a parking space in the garage under the house (for an additional fee);
• The apartment is non-smoking, the apartment is rented to person(s) without pets;
• After signing the contract, 2 months deposit is required.
";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kintu-g-isnuomojamas-visiskai-naujas-puikiai-4-1176489/;A+;;;;;;;2022_11_13
Vilnius, Pilaitė, Priegliaus g., 2 kambarių buto nuoma;;42 m²;450 €;2;2;6;2008;Blokinis;Centrinis kolektorinis;Įrengtas;Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu;Balkonas;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Dušo kabina;Šarvuotos durys;www.aruodas.lt/4-953993;2022-11-09;2022-11-12;2022-11-25;36;5563/83 (iš viso/šiandien);450;54.710401;25.186704;5563/83;"IŠNUOMOJAMAS NAUJOS STATYBOS JAUKS 2 KAMBARIU BUTAS PILAITĖJE, RAMIOJE VIETOJE. SU BALDAIS IR BUITINE TECHNIKABUTAS TINKA 1-2 ŽMONĖMS NERUKANTIEMS
BUTAS NEPRITAIKYTAS AUGINTINIAMS
BUTAS bus LAISVAS NUO 2022-12-01 d.
BE TARPININKŲ!BUTAS VILNIUJE
- Priegliaus g.,
- 2 aukštas iš 6,
- 42 kv.m.,
- 2008 m.
- blokinis,
- erdvus balkonas + lodžija- svetainė-virtuvė kartu,
- vonia ir tualetas kartu šildomos grindysĮRENGIMAS: - Dažytos sienos, - dušas, - laminatas, - langai plastikiniai, - kkoridoriuje ir miegamajame erdvios įeinamos sieninės spintos, - šarvo durysBALDAI
- Virtuvėje: integruoti virtuvės baldai, kėdės, spintelės, stalas,
- Svetainėje: nauja sofa-lova, lentyna, TV staliukas.
- Prieškambaryje: batų dėžė, kabykla, erdvi sieninė spinta.TECHNIKA: - Gartraukis, - šaldytuvas, - nauja skalbimo mašina, - indukcine viryklė, - Televizorius, - Garso aparaturaNUOMA IR MOKESČIAI
- 450 EUR/men.,
- Iprasti komunaliniai mokesčiai.NT AGENTAI, prašau nesikreipti!
";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-priegliaus-g-isnuomojamas-naujos-statybos-jauks-2-kambariu-4-953993/;C;;;;;;;2022_11_13
Vilnius, Baltupiai, Juozo Balčikonio g., 1 kambario buto nuoma;19;36 m²;700 €;1;3;5;2020;Mūrinis;Centrinis kolektorinis;Įrengtas;Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais;;;;www.aruodas.lt/4-1006669;2022-10-26;2022-11-11;;202;549/12 (iš viso/šiandien);700;54.720888;25.278539;549/12;"ŠIE APARTAMENTAI ATSILAISVINA NUO LAPKRIČIO 17d.
Anksčiausią įsikraustymo datą rasite mūsų tinklalapyje www.liv-in.ltKviečiame rezervuoti apartamentus nuomai didžiausiame CO-LIVING projekte Lietuvoje ir Baltijos šalyse!APARTMENTŲ NUOMA NUO 2 MĖN!SUITE tipo apartamentai:Šie apartamentai pritaikyti gyventi vienam, porai ar draugams. Juose rasite pasirinktinai dvi 90x200 lovas arba dvigulę 160x200 lovą. Virtuvės zonoje būtiniausia buitinė technika – šaldytuvas ir kaitlentė bei baro stalas su kėdėmis. Svetainės zonoje patogi sofa, kavos staliukas, spintelė bei erdvi spinta asmeniniams daiktams laikyti. Visi apartamentai turi balkonus, kuriuose galėsite įkvėpti gryno oro neišeinant iš namų.Į kainą įskaičiuota:- komunalinių mokesčių administravimas,
- wi-fi apartamentuose ir bendrose erdvėse,
- bendrabūvio erdvės (darbo, sporto, poilsio ir pramogų zonos),
- reguliarūs renginiai,
- aktyvi bendruomenė.Į kainą neįskaičiuota:- komunaliniai mokesčiai (145 Eur/mėn);
- papildomas gyventojas (30 Eur/mėn);
- gyvūnas (25 Eur/mėn);
- savitarnos skalbyklos paslaugos;
- kitos papildomos paslaugos (parkingas, sandėliukas, gyvenamos vietos registracija, t.t.).DAUGIAU PASIŪLYMŲ IR REZERVACIJA www.liv-in.ltKilus klausimams, susisiekime:vilnius@liv-in.lt
tel. +370 614 59599";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-juozo-balcikonio-g-sie-apartamentai-atsilaisvina-nuo-lapkricio-4-1006669/;;;;;;;;2022_11_13
Vilnius, Pilaitė, I. Kanto al., 2 kambarių buto nuoma;23;58 m²;500 €;2;2;9;2003;Blokinis;Centrinis kolektorinis;Įrengtas;Uždaras kiemas;Balkonas, Vieta automobiliui;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Dušo kabina;Šarvuotos durys, Kodinė laiptinės spyna;www.aruodas.lt/4-1164814;2022-11-02;2022-11-13;2022-12-02;33;603/11 (iš viso/šiandien);500;54.704476;25.175678;603/11;"BUTO APRAŠYMAS
• Kambarių skaičius – 2
• Plotas 58 kv.m
• Aukštas 2/9
• Svetainė atskirta nuo virtuvės
• Vonia ir WC kartu
• Balkonas
• Sienos dažytos
• Išorės durys šarvo
• Plastikiniai langai su stiklo paketu
• Virtuvės baldai
• Buitinė technika:orkaitė, kaitlentė, gartraukis, šaldytuvas
• Svetainės baldai
• Miegamojo lova su čiužiniu
• Sieninė spinta (miegamajame)
• Dušo kabina
• Skalbimo mašina
• Domofonas
APLINKA:
-	Šalia viešojo transporto stotelė;
-	Rakinama laiptinė;
-	Privatus parkingas -visada rasite vietą automobiliui.
-	Šalia esančios parduotuvės:Maxima,IKI ir Lidl.
Trumpiausias nuomos terminas 6 mėn.
Ieškome tvarkingo (-ų ) nuomininko ( -ų ).
Po sutarties pasirašymo, paliekamas depozitas 600€. Dėl detalesnės informacijos prašome skambintiBE TARPININKŲ. BROKERIŲ PRAŠOME NETRUKDYTI.";;'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-i-kanto-al-buto-aprasymas-kambariu-skaicius-2-4-1164814/;;;;;3 Klasė Gera (1-3);;;2022_11_13
Vilnius, Šnipiškės, Saracėnų g., 1 kambario buto nuoma;3;45 m²;490 €;1;1;1;1980;Mūrinis;Dujinis;Įrengtas;Atskiras įėjimas, Aukštos lubos, Uždaras kiemas, Galima su gyvūnais;Sandėliukas, Terasa, Vieta automobiliui;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Židinys, Dušo kabina;Budintis sargas;www.aruodas.lt/4-1193318;2022-11-11;2022-11-12;2022-12-26;3;448/23 (iš viso/šiandien);490;54.700892948800835;25.28190966878661;448/23;"Nuomojamas didelis 45 kv.m.vieno kambario su didele virtuve, aukštom lubom butas (butas renovuotas iš dviejų kambarių), autonominiu dujiniu šildymu bei židiniu.
Atnaujinta dušo erdvė.
Yra nuosavas kiemelis, vieta mašinai, draugiška kaimynystė.Imamas vieno mėnesio depozitas.Privalumai:dujinis šildymas;
papildomai galima šildytis kūrenant židinį;
aukštos lubos;
labai rami vieta;
uždaras kiemas;
galima su gyvūnais;
šalia turgavietė;
dviračių takai;
centras pasiekiamas pėsčiomis per 10 min.;
namas vieno aukšto;
draugiški lojalūs kaimynai;
namas įeina į ,,Medinių Šnipiškių” projekto teritoriją;Butas netinkamas gyventi ,,triukšmingų vakarėlių” mėgėjams.";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-saracenu-g-nuomojamas-didelis-45-kvmvieno-kambario-su-4-1193318/;;;;;;;;2022_11_13
Vilnius, Naujamiestis, Smolensko g., 2 kambarių buto nuoma;10;63 m²;850 €;2;4;4;2022;Mūrinis;Centrinis kolektorinis;Įrengtas;Aukštos lubos, Butas per kelis aukštus, Nauja kanalizacija, Nauja elektros instaliacija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais;;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/4-1192720;2022-11-09;2022-11-09;;9;383/20 (iš viso/šiandien);850;54.672938;25.258883;383/20;"„Youston“. 250 studijų ir loftų. Vienas nuomotojas.Nuomos projektas tiesiai iš NT plėtotojo, kad netektų susidurti su dažnai girdimais privačių nuomotojų asmeniškumais. Visi gyvenimiški techniniai rūpesčiai – mūsų reikalas. Gyvensi kaip norisi, niekas nesibels kas mėnesį „nurašyti skaitliukų“ ir nesiraukys dėl naujo mėgiamo paveikslo, kabančio ant sienos. Nuoma be jokių asmeniškumų.Priimam visus ir visokius, taikant visiems suprantamas vienodas demokratiškas taisykles. Augintiniai taip pat mielai laukiami su uodega, ar be jos. Nesikišam į buitį, kas padės nuomojamuose namuose jaustis nuosavuose bei suteikiam tam visas reikalingas priemones ir papildomą pagalbą, kai jos reikia. Tavęs lauks nuomininkų asistentas, pirtis, kino salė ir lounge erdvės, kai norėsis pakeisti aplinką ar tiesiog bendravimo.Įsikursi adresu Smolensko g. 10. 11 min automobiliu iki Katedros aikštės, anot „Google maps”. O kiek anot tavęs, priklauso nuo tavęs.Būstai visiškai nauji, skandinaviško stiliaus, svetimų gyvenimo „pėdsakų“ čia nerasi. Pasirinkimas platus: pagal kainą, dydį, aukštą, kryptį ir kitus pageidavimus. Studijų dydžiai nuo 13 iki 26 kv. m., loftų - nuo 21 iki 68 kv. m. Raktus į būstą gausi su visais priklausančiais patogumais, o tuomet jau tavo indėlis jį paversti namais, taip kaip tau atrodo geriausiai. Įsikelti gali jau dabar!Nuoma be asmeniškumų, pagal tavo poreikius.Susisiekim!
, rent@youston.lt";;'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-youston-250-studiju-ir-loftu-vienas-4-1192720/;;;;;3 Klasė Gera (1-3);;;2022_11_13
Vilnius, Naujamiestis, Smolensko g., 2 kambarių buto nuoma;10;26 m²;570 €;2;3;4;2022;Mūrinis;Centrinis kolektorinis;Įrengtas;Aukštos lubos, Butas per kelis aukštus, Nauja kanalizacija, Nauja elektros instaliacija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais;;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/4-1168036;2022-11-09;2022-11-09;;122;506/32 (iš viso/šiandien);570;54.672938;25.258883;506/32;"„Youston“ – loftai ir studijos tiesiai iš plėtotojo.Visi loftai ir studijos įrengti naujai Skandinavišku stiliumi, apžiūrėk ir išsirink labiausiai patinkantį.Nuomos projektas tiesiai iš NT plėtotojo, kad netektų susidurti su dažnai girdimais privačių nuomotojų asmeniškumais. Visi gyvenimiški techniniai rūpesčiai – mūsų reikalas. Gyvensi kaip norisi, niekas nesibels kas mėnesį „nurašyti skaitliukų“ ir nesiraukys dėl naujo mėgiamo paveikslo, kabančio ant sienos. Nuoma be jokių asmeniškumų.Priimam visus ir visokius, taikant visiems suprantamas vienodas demokratiškas taisykles. Augintiniai taip pat mielai laukiami su uodega, ar be jos. Nesikišam į buitį, kas padės nuomojamuose namuose jaustis nuosavuose bei suteikiam tam visas reikalingas priemones ir papildomą pagalbą, kai jos reikia. Tavęs lauks nuomininkų asistentas, o visai neužilgo pabaigsime įrengti pirtį, kino salę ir lounge erdves, kai norėsis pakeisti aplinką ar tiesiog bendravimo.Įsikursi adresu Smolensko g. 10. 11 min automobiliu iki Katedros aikštės, anot „Google maps”. O kiek anot tavęs, priklauso nuo tavęs.Būstai visiškai nauji, skandinaviško stiliaus, svetimų gyvenimo „pėdsakų“ čia nerasi. Pasirinkimas platus: pagal kainą, dydį, aukštą, kryptį ir kitus pageidavimus. Loftų dydžiai nuo 17 iki 71 kv. m, studijų - nuo 13 iki 33 kv. m. Raktus į būstą gausi su visais priklausančiais patogumais, o tuomet jau tavo indėlis jį paversti namais, taip kaip tau atrodo geriausiai. Įsikelti gali jau dabar!Nuoma be asmeniškumų, pagal tavo poreikius.Susisiekim!
, rent@youston.lt";;'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-youston-loftai-ir-studijos-tiesiai-is-4-1168036/;;;;;3 Klasė Gera (1-3);;;2022_11_13
Vilnius, Naujamiestis, Smolensko g., 1 kambario buto nuoma;10A;22 m²;490 €;1;2;4;2022;Mūrinis;Centrinis, centrinis kolektorinis;Įrengtas;Nauja kanalizacija, Nauja elektros instaliacija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais;;Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/4-1178309;2022-11-09;2022-11-09;;77;475/41 (iš viso/šiandien);490;54.672128;25.259247;475/41;"„Youston“ – loftai ir studijos tiesiai iš plėtotojo.Visi loftai ir studijos įrengti naujai Skandinavišku stiliumi, apžiūrėk ir išsirink labiausiai patinkantį.Nuomos projektas tiesiai iš NT plėtotojo, kad netektų susidurti su dažnai girdimais privačių nuomotojų asmeniškumais. Visi gyvenimiški techniniai rūpesčiai – mūsų reikalas. Gyvensi kaip norisi, niekas nesibels kas mėnesį „nurašyti skaitliukų“ ir nesiraukys dėl naujo mėgiamo paveikslo, kabančio ant sienos. Nuoma be jokių asmeniškumų.Priimam visus ir visokius, taikant visiems suprantamas vienodas demokratiškas taisykles. Augintiniai taip pat mielai laukiami su uodega, ar be jos. Nesikišam į buitį, kas padės nuomojamuose namuose jaustis nuosavuose bei suteikiam tam visas reikalingas priemones ir papildomą pagalbą, kai jos reikia. Tavęs lauks nuomininkų asistentas, o visai neužilgo pabaigsime įrengti pirtį, kino salę ir lounge erdves, kai norėsis pakeisti aplinką ar tiesiog bendravimo.Įsikursi adresu Smolensko g. 10. 11 min automobiliu iki Katedros aikštės, anot „Google maps”. O kiek anot tavęs, priklauso nuo tavęs.Būstai visiškai nauji, skandinaviško stiliaus, svetimų gyvenimo „pėdsakų“ čia nerasi. Pasirinkimas platus: pagal kainą, dydį, aukštą, kryptį ir kitus pageidavimus. Loftų dydžiai nuo 17 iki 71 kv. m, studijų - nuo 13 iki 33 kv. m. Raktus į būstą gausi su visais priklausančiais patogumais, o tuomet jau tavo indėlis jį paversti namais, taip kaip tau atrodo geriausiai. Įsikelti gali jau dabar!Nuoma be asmeniškumų, pagal tavo poreikius.Susisiekim!
, rent@youston.lt";'NoneType' object has no attribute 'text';;https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-youston-loftai-ir-studijos-tiesiai-is-4-1178309/;;;12.1 µg/m3;21.3 µg/m3;;;;2022_11_13
Vilnius, Naujamiestis, Smolensko g., 1 kambario buto nuoma;;25 m²;620 €;1;3;4;2021;Mūrinis;Centrinis kolektorinis;Įrengtas;Aukštos lubos, Butas per kelis aukštus, Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais;;Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/4-1175447;2022-11-08;2022-11-08;;9;415/14 (iš viso/šiandien);620;54.672938;25.258883;415/14;"CHAPTERS co-living – naujas būsto nuomos modelis.
Gyvenk naujai įrengtame bute centrinėje miesto dalyje ir naudokis bendromis laisvalaikio, sporto ir poilsio erdvėmis bei mėgaukis bendruomenės gyvenimu – viskas įskaičiuota į nuomos kainą.APIE PROJEKTĄ „CHAPTERS“
Prie tavo gyvenimo ritmo prisitaikančios gyvenamosios erdvės, įkvėptos pasaulyje sparčiai populiarėjančio būsto nuomos modelio. Tai vienintelis Co-living erdvių projektas centrinėje Vilniaus miesto dalyje. Urban stiliumi įrengti butai su virtuve ir vonios kambariu bei išskirtinės laisvalaikio erdvės, kurios itin patiks aktyviam-crazy-gyvenimo-ištroškusiam TU, o balansą tarp privatumo ir bendruomenės gyvenimo nusistatyk pats.LAISVALAIKIO ERDVĖS (nemokamai)
• Trys atskiros lounge zonos bendrojoje erdvėje
• Poilsio zonos kiekviename aukšte
• Stogo terasa
• Kino salė
• Sporto salė su treniruokliais
• Pirtis su atskiru poilsio kambariu
• Renginių erdvė
• Didžiulė virtuvė ir valgomasis
• Meditacijų kambarys
• Darbo erdvėGYVENAMOSIOS ERDVĖS
• Naujai renovuotame pastate urban stiliumi įrengti nauji butai – būk pirmas gyventojas
• Viskuo už tave pasirūpinta – galvos sukti pačiam nereikės: fiksuoti komunaliniai mokesčiai, skaitliukai nurašomi už tave• Minimalūs įsipareigojimai ir didelis lankstumas – nuomokis tokiam laikui, kokiam nori
• Butai draugiški gyvūnams
• Dalis I-ojo aukšto butų – su terasomisĮ NUOMOS KAINĄ ĮSKAIČIUOTA
• Wi-fi
• Visos laisvalaikio, sporto ir poilsio erdvės
• Dviračių ir paspirtukų saugojimo patalpaBENDRUOMENĖ
• Svarbiausia vertė – bendruomenės vibe'as. Gyvenk ten, kur vyksta veiksmas ir verda gyvenimas
• Bendriems renginiams skirtos erdvės
• Periodiškai organizuojami renginiai bendruomeneiVIETA
• Centrinė miesto dalis
• Maisto prekių parduotuvė, autobusų stotelės, kavinės – vos kelių šimtų metrų spinduliuButo komunaliniai mokesčiai yra fiksuoti – 90 €/mėn.Išsirink savo butą iš kelių galimų spalvų ir tipų pasirinkimų: lofto, buto su terasa, vienviečio ar pritaikyto gyventi dviems.Pasikalbėkime plačiau:info@chapters.ltDaugiau apie projektą sužinok www.chapters.lt
CHAPTERS. VISIEMS TU.";;'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-chapters-co-living-naujas-busto-nuomos-4-1175447/;;;;;3 Klasė Gera (1-3);;;2022_11_13
Vilnius, Naujamiestis, Smolensko g., 1 kambario buto nuoma;12;17 m²;440 €;1;2;4;2021;Mūrinis;Centrinis kolektorinis;Įrengtas;Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais;;Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai;Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros;www.aruodas.lt/4-1175433;2022-11-08;2022-11-08;;43;432/18 (iš viso/šiandien);440;54.674284;25.257984;432/18;"CHAPTERS co-living – naujas būsto nuomos modelis.
Gyvenk naujai įrengtame bute centrinėje miesto dalyje ir naudokis bendromis laisvalaikio, sporto ir poilsio erdvėmis bei mėgaukis bendruomenės gyvenimu – viskas įskaičiuota į nuomos kainą.APIE PROJEKTĄ „CHAPTERS“
Prie tavo gyvenimo ritmo prisitaikančios gyvenamosios erdvės, įkvėptos pasaulyje sparčiai populiarėjančio būsto nuomos modelio. Tai vienintelis Co-living erdvių projektas centrinėje Vilniaus miesto dalyje. Urban stiliumi įrengti butai su virtuve ir vonios kambariu bei išskirtinės laisvalaikio erdvės, kurios itin patiks aktyviam-crazy-gyvenimo-ištroškusiam TU, o balansą tarp privatumo ir bendruomenės gyvenimo nusistatyk pats.LAISVALAIKIO ERDVĖS (nemokamai)
• Trys atskiros lounge zonos bendrojoje erdvėje
• Poilsio zonos kiekviename aukšte
• Stogo terasa
• Kino salė
• Sporto salė su treniruokliais
• Pirtis su atskiru poilsio kambariu
• Renginių erdvė
• Didžiulė virtuvė ir valgomasis
• Meditacijų kambarys
• Darbo erdvėGYVENAMOSIOS ERDVĖS
• Naujai renovuotame pastate urban stiliumi įrengti nauji butai – būk pirmas gyventojas
• Viskuo už tave pasirūpinta – galvos sukti pačiam nereikės: fiksuoti komunaliniai mokesčiai, skaitliukai nurašomi už tave• Minimalūs įsipareigojimai ir didelis lankstumas – nuomokis tokiam laikui, kokiam nori
• Butai draugiški gyvūnams
• Dalis I-ojo aukšto butų – su terasomisĮ NUOMOS KAINĄ ĮSKAIČIUOTA
• Wi-fi
• Visos laisvalaikio, sporto ir poilsio erdvės
• Dviračių ir paspirtukų saugojimo patalpaBENDRUOMENĖ
• Svarbiausia vertė – bendruomenės vibe'as. Gyvenk ten, kur vyksta veiksmas ir verda gyvenimas
• Bendriems renginiams skirtos erdvės
• Periodiškai organizuojami renginiai bendruomeneiVIETA
• Centrinė miesto dalis
• Maisto prekių parduotuvė, autobusų stotelės, kavinės – vos kelių šimtų metrų spinduliuButo komunaliniai mokesčiai yra fiksuoti – 90 €/mėn.Išsirink savo butą iš kelių galimų spalvų ir tipų pasirinkimų: lofto, buto su terasa, vienviečio ar pritaikyto gyventi dviems.Pasikalbėkime plačiau:info@chapters.ltDaugiau apie projektą sužinok www.chapters.lt
CHAPTERS. VISIEMS TU.";'NoneType' object has no attribute 'text';'NoneType' object has no attribute 'find_all';https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-chapters-co-living-naujas-busto-nuomos-4-1175433/;;;;;;;;2022_11_13
