skelbimo_pavadinimas,Namo numeris:,Plotas:,Kaina mėn.:,Kambarių sk.:,Aukštas:,Aukštų sk.:,Metai:,Pastato tipas:,Šildymas:,Įrengimas:,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,Nuoroda,Įdėtas,Redaguotas,Aktyvus iki,Įsiminė,Peržiūrėjo,kaina_eur,coordinate_x,coordinate_y,Skelbimą peržiūrėjo (iš viso/šiandien),Skelbimo tekstas,energijos_suvartojimo_klase,Azoto dioksidas (NO2),Kietosios dalelės (KD10),url_crawl,error_get_energy_consumption_class,error_get_air_polution_data,error_get_perziuru_sk,Buto numeris:,Pastato energijos suvartojimo klasė:,error_get_coordinates,scrape_date
"Vilnius, Naujamiestis, Smolensko g., 2 kambarių buto nuoma",10,26 m²,545 €,2,3,4,2022,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, Butas per kelis aukštus, Nauja kanalizacija, Nauja elektros instaliacija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais",,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai","Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros",www.aruodas.lt/4-1168036,2022-12-27,2022-12-27,,159,331/34 (iš viso/šiandien),545,54.672938,25.258883,331/34,"„Youston“ – loftai ir studijos tiesiai iš plėtotojo.Visi loftai ir studijos įrengti naujai Skandinavišku stiliumi, apžiūrėk ir išsirink labiausiai patinkantį.Nuomos projektas tiesiai iš NT plėtotojo, kad netektų susidurti su dažnai girdimais privačių nuomotojų asmeniškumais. Visi gyvenimiški techniniai rūpesčiai – mūsų reikalas. Gyvensi kaip norisi, niekas nesibels kas mėnesį „nurašyti skaitliukų“ ir nesiraukys dėl naujo mėgiamo paveikslo, kabančio ant sienos. Nuoma be jokių asmeniškumų.Priimam visus ir visokius, taikant visiems suprantamas vienodas demokratiškas taisykles. Augintiniai taip pat mielai laukiami su uodega, ar be jos. Nesikišam į buitį, kas padės nuomojamuose namuose jaustis nuosavuose bei suteikiam tam visas reikalingas priemones ir papildomą pagalbą, kai jos reikia. Tavęs lauks nuomininkų asistentas, o visai neužilgo pabaigsime įrengti pirtį, kino salę ir lounge erdves, kai norėsis pakeisti aplinką ar tiesiog bendravimo.Įsikursi adresu Smolensko g. 10. 11 min automobiliu iki Katedros aikštės, anot „Google maps”. O kiek anot tavęs, priklauso nuo tavęs.Būstai visiškai nauji, skandinaviško stiliaus, svetimų gyvenimo „pėdsakų“ čia nerasi. Pasirinkimas platus: pagal kainą, dydį, aukštą, kryptį ir kitus pageidavimus. Loftų dydžiai nuo 17 iki 71 kv. m, studijų - nuo 13 iki 33 kv. m. Raktus į būstą gausi su visais priklausančiais patogumais, o tuomet jau tavo indėlis jį paversti namais, taip kaip tau atrodo geriausiai. Įsikelti gali jau dabar!Nuoma be asmeniškumų, pagal tavo poreikius.Susisiekim!
, rent@youston.lt",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-youston-loftai-ir-studijos-tiesiai-is-4-1168036/,,'NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Naujamiestis, Smolensko g., 1 kambario buto nuoma",10,18 m²,420 €,1,5,5,2022,Mūrinis,Centrinis kolektorinis,Įrengtas,"Butas palėpėje, Nauja kanalizacija, Nauja elektros instaliacija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais",,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai","Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros",www.aruodas.lt/4-1168206,2022-12-27,2022-12-27,,182,908/138 (iš viso/šiandien),420,54.672938,25.258883,908/138,"„Youston“ – loftai ir studijos tiesiai iš plėtotojo.Visi loftai ir studijos įrengti naujai Skandinavišku stiliumi, apžiūrėk ir išsirink labiausiai patinkantį.Nuomos projektas tiesiai iš NT plėtotojo, kad netektų susidurti su dažnai girdimais privačių nuomotojų asmeniškumais. Visi gyvenimiški techniniai rūpesčiai – mūsų reikalas. Gyvensi kaip norisi, niekas nesibels kas mėnesį „nurašyti skaitliukų“ ir nesiraukys dėl naujo mėgiamo paveikslo, kabančio ant sienos. Nuoma be jokių asmeniškumų.Priimam visus ir visokius, taikant visiems suprantamas vienodas demokratiškas taisykles. Augintiniai taip pat mielai laukiami su uodega, ar be jos. Nesikišam į buitį, kas padės nuomojamuose namuose jaustis nuosavuose bei suteikiam tam visas reikalingas priemones ir papildomą pagalbą, kai jos reikia. Tavęs lauks nuomininkų asistentas, pirtis, kino salė ir lounge erdvės, kai norėsis pakeisti aplinką ar tiesiog bendravimo.Įsikursi adresu Smolensko g. 10. 11 min automobiliu iki Katedros aikštės, anot „Google maps”. O kiek anot tavęs, priklauso nuo tavęs.Būstai visiškai nauji, skandinaviško stiliaus, svetimų gyvenimo „pėdsakų“ čia nerasi. Pasirinkimas platus: pagal kainą, dydį, aukštą, kryptį ir kitus pageidavimus. Studijų dydžiai nuo 13 iki 33 kv. m., loftų - nuo 17 iki 71 kv. m. Raktus į būstą gausi su visais priklausančiais patogumais, o tuomet jau tavo indėlis jį paversti namais, taip kaip tau atrodo geriausiai. Įsikelti gali jau dabar!Nuoma be asmeniškumų, pagal tavo poreikius.Susisiekim!
, rent@youston.lt",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-youston-loftai-ir-studijos-tiesiai-is-4-1168206/,,'NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Naujamiestis, Smolensko g., 1 kambario buto nuoma",10A,22 m²,460 €,1,2,4,2022,Mūrinis,"Centrinis, centrinis kolektorinis",Įrengtas,"Nauja kanalizacija, Nauja elektros instaliacija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais",,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai","Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros",www.aruodas.lt/4-1178309,2022-12-27,2022-12-27,,112,473/65 (iš viso/šiandien),460,54.672128,25.259247,473/65,"„Youston“ – loftai ir studijos tiesiai iš plėtotojo.Visi loftai ir studijos įrengti naujai Skandinavišku stiliumi, apžiūrėk ir išsirink labiausiai patinkantį.Nuomos projektas tiesiai iš NT plėtotojo, kad netektų susidurti su dažnai girdimais privačių nuomotojų asmeniškumais. Visi gyvenimiški techniniai rūpesčiai – mūsų reikalas. Gyvensi kaip norisi, niekas nesibels kas mėnesį „nurašyti skaitliukų“ ir nesiraukys dėl naujo mėgiamo paveikslo, kabančio ant sienos. Nuoma be jokių asmeniškumų.Priimam visus ir visokius, taikant visiems suprantamas vienodas demokratiškas taisykles. Augintiniai taip pat mielai laukiami su uodega, ar be jos. Nesikišam į buitį, kas padės nuomojamuose namuose jaustis nuosavuose bei suteikiam tam visas reikalingas priemones ir papildomą pagalbą, kai jos reikia. Tavęs lauks nuomininkų asistentas, o visai neužilgo pabaigsime įrengti pirtį, kino salę ir lounge erdves, kai norėsis pakeisti aplinką ar tiesiog bendravimo.Įsikursi adresu Smolensko g. 10. 11 min automobiliu iki Katedros aikštės, anot „Google maps”. O kiek anot tavęs, priklauso nuo tavęs.Būstai visiškai nauji, skandinaviško stiliaus, svetimų gyvenimo „pėdsakų“ čia nerasi. Pasirinkimas platus: pagal kainą, dydį, aukštą, kryptį ir kitus pageidavimus. Loftų dydžiai nuo 17 iki 71 kv. m, studijų - nuo 13 iki 33 kv. m. Raktus į būstą gausi su visais priklausančiais patogumais, o tuomet jau tavo indėlis jį paversti namais, taip kaip tau atrodo geriausiai. Įsikelti gali jau dabar!Nuoma be asmeniškumų, pagal tavo poreikius.Susisiekim!
, rent@youston.lt",,12.1 µg/m3,21.3 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-youston-loftai-ir-studijos-tiesiai-is-4-1178309/,'NoneType' object has no attribute 'text',,,,,,2022_12_30
"Vilnius, Naujamiestis, Smolensko g., 2 kambarių buto nuoma",10,63 m²,850 €,2,4,4,2022,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, Butas per kelis aukštus, Nauja kanalizacija, Nauja elektros instaliacija, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais",,"Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai","Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros",www.aruodas.lt/4-1192720,2022-12-27,2022-12-30,,26,325/36 (iš viso/šiandien),850,54.672938,25.258883,325/36,"„Youston“. 250 studijų ir loftų. Vienas nuomotojas.Nuomos projektas tiesiai iš NT plėtotojo, kad netektų susidurti su dažnai girdimais privačių nuomotojų asmeniškumais. Visi gyvenimiški techniniai rūpesčiai – mūsų reikalas. Gyvensi kaip norisi, niekas nesibels kas mėnesį „nurašyti skaitliukų“ ir nesiraukys dėl naujo mėgiamo paveikslo, kabančio ant sienos. Nuoma be jokių asmeniškumų.Priimam visus ir visokius, taikant visiems suprantamas vienodas demokratiškas taisykles. Augintiniai taip pat mielai laukiami su uodega, ar be jos. Nesikišam į buitį, kas padės nuomojamuose namuose jaustis nuosavuose bei suteikiam tam visas reikalingas priemones ir papildomą pagalbą, kai jos reikia. Tavęs lauks nuomininkų asistentas, pirtis, kino salė ir lounge erdvės, kai norėsis pakeisti aplinką ar tiesiog bendravimo.Įsikursi adresu Smolensko g. 10. 11 min automobiliu iki Katedros aikštės, anot „Google maps”. O kiek anot tavęs, priklauso nuo tavęs.Būstai visiškai nauji, skandinaviško stiliaus, svetimų gyvenimo „pėdsakų“ čia nerasi. Pasirinkimas platus: pagal kainą, dydį, aukštą, kryptį ir kitus pageidavimus. Studijų dydžiai nuo 13 iki 26 kv. m., loftų - nuo 21 iki 68 kv. m. Raktus į būstą gausi su visais priklausančiais patogumais, o tuomet jau tavo indėlis jį paversti namais, taip kaip tau atrodo geriausiai. Įsikelti gali jau dabar!Nuoma be asmeniškumų, pagal tavo poreikius.Susisiekim!
, rent@youston.lt",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-youston-250-studiju-ir-loftu-vienas-4-1192720/,,'NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Šnipiškės, Slucko g., 1 kambario buto nuoma",,20 m²,520 €,1,3,4,2021,Mūrinis,Centrinis,Įrengtas,"Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Virtuvė sujungta su kambariu, Galima su gyvūnais","Sandėliukas, Terasa, Rūsys, Pirtis","Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Dušo kabina","Kodinė laiptinės spyna, Vaizdo kameros",www.aruodas.lt/4-1089665,2022-12-27,2022-12-27,,56,267/34 (iš viso/šiandien),520,54.695493,25.285133,267/34,"CHAPTERS co-living – naujas būsto nuomos modelis.
Gyvenk naujai įrengtame bute centrinėje miesto dalyje ir naudokis bendromis laisvalaikio, sporto ir poilsio erdvėmis bei mėgaukis bendruomenės gyvenimu – viskas įskaičiuota į nuomos kainą.APIE PROJEKTĄ „CHAPTERS“
Prie tavo gyvenimo ritmo prisitaikančios gyvenamosios erdvės, įkvėptos pasaulyje sparčiai populiarėjančio būsto nuomos modelio. Tai vienintelis Co-living erdvių projektas centrinėje Vilniaus miesto dalyje. Urban stiliumi įrengti butai su virtuve ir vonios kambariu bei išskirtinės laisvalaikio erdvės, kurios itin patiks aktyviam-crazy-gyvenimo-ištroškusiam TU, o balansą tarp privatumo ir bendruomenės gyvenimo nusistatyk pats.LAISVALAIKIO ERDVĖS (nemokamai)
• Lounge zona
• Atskiros poilsio zonos aukštuose: „Talk lounge“, „Book lounge“ ir „Game lounge“
• Kino salė
• Sporto salė su treniruokliais
• Žaidimų zona
• Pirtis
• Renginių erdvė
• Didžiulė virtuvė ir valgomasisGYVENAMOSIOS ERDVĖS
• Naujai renovuotame pastate urban stiliumi įrengti nauji butai – būk pirmas gyventojas
• Viskuo už tave pasirūpinta – galvos sukti pačiam nereikės: fiksuoti komunaliniai mokesčiai, skaitliukai nurašomi už tave
• Minimalūs įsipareigojimai ir didelis lankstumas – nuomokis tokiam laikui, kokiam nori
• Butai draugiški gyvūnamsĮ NUOMOS KAINĄ ĮSKAIČIUOTA
• Wi-fi
• Šviežiai skrudinta kava
• Visos laisvalaikio, sporto ir poilsio erdvės
• Skalbykla
• Daiktų saugykla
• Dviračių ir paspirtukų saugojimo patalpaBENDRUOMENĖ
• Svarbiausia vertė – bendruomenės vibe'as. Gyvenk ten, kur vyksta veiksmas ir verda gyvenimas
• Bendriems renginiams skirtos erdvės
• Periodiškai organizuojami renginiai bendruomeneiVIETA
• Centrinė miesto dalis
• Maisto prekių parduotuvė, du prekybos centrai, autobusų stotelės, kavinės – vos kelių šimtų metrų spinduliuPasikalbėkime plačiau:info@chapters.ltDaugiau apie projektą sužinok www.chapters.lt
CHAPTERS. VISIEMS TU.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-slucko-g-chapters-co-living-naujas-busto-nuomos-4-1089665/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Šnipiškės, Konstitucijos pr., 1 kambario buto nuoma",,15 m²,490 €,1,3,4,2021,Mūrinis,Centrinis,Įrengtas,"Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Virtuvė sujungta su kambariu","Sandėliukas, Terasa, Rūsys, Pirtis","Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Dušo kabina","Kodinė laiptinės spyna, Vaizdo kameros",www.aruodas.lt/4-1089673,2022-12-27,2022-12-27,,189,259/44 (iš viso/šiandien),490,54.695493,25.285133,259/44,"CHAPTERS co-living – naujas būsto nuomos modelis.
Gyvenk naujai įrengtame bute centrinėje miesto dalyje ir naudokis bendromis laisvalaikio, sporto ir poilsio erdvėmis bei mėgaukis bendruomenės gyvenimu – viskas įskaičiuota į nuomos kainą.APIE PROJEKTĄ „CHAPTERS“
Prie tavo gyvenimo ritmo prisitaikančios gyvenamosios erdvės, įkvėptos pasaulyje sparčiai populiarėjančio būsto nuomos modelio. Tai vienintelis Co-living erdvių projektas centrinėje Vilniaus miesto dalyje. Urban stiliumi įrengti butai su virtuve ir vonios kambariu bei išskirtinės laisvalaikio erdvės, kurios itin patiks aktyviam-crazy-gyvenimo-ištroškusiam TU, o balansą tarp privatumo ir bendruomenės gyvenimo nusistatyk pats.LAISVALAIKIO ERDVĖS (nemokamai):
• Lounge zona
• Atskiros poilsio zonos aukštuose: „Talk lounge“, „Book lounge“ ir „Game lounge“
• Kino salė
• Sporto salė su treniruokliais
• Žaidimų zona
• Pirtis
• Renginių erdvė
• Didžiulė virtuvė ir valgomasisGYVENAMOSIOS ERDVĖS
• Naujai renovuotame pastate urban stiliumi įrengti nauji butai – būk pirmas gyventojas
• Viskuo už tave pasirūpinta – galvos sukti pačiam nereikės: fiksuoti komunaliniai mokesčiai, skaitliukai nurašomi už tave
• Minimalūs įsipareigojimai ir didelis lankstumas – nuomokis tokiam laikui, kokiam nori
• Butai draugiški gyvūnamsĮ NUOMOS KAINĄ ĮSKAIČIUOTA
• Wi-fi
• Visos laisvalaikio, sporto ir poilsio erdvės
• Daiktų saugykla
• Dviračių ir paspirtukų saugojimo patalpaBENDRUOMENĖ
• Svarbiausia vertė – bendruomenės vibe'as. Gyvenk ten, kur vyksta veiksmas ir verda gyvenimas
• Bendriems renginiams skirtos erdvės
• Periodiškai organizuojami renginiai bendruomeneiVIETA
• Centrinė miesto dalis
• Maisto prekių parduotuvė, du prekybos centrai, autobusų stotelės, kavinės – vos kelių šimtų metrų spinduliuPasikalbėkime plačiau:info@chapters.ltDaugiau apie projektą sužinok www.chapters.lt
CHAPTERS. VISIEMS TU.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-konstitucijos-pr-chapters-co-living-naujas-busto-nuomos-4-1089673/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Šnipiškės, Slucko g., 1 kambario buto nuoma",8,11 m²,460 €,1,4,4,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais",,Su baldais,Kodinė laiptinės spyna,www.aruodas.lt/4-1118411,2022-12-27,2022-12-27,,22,137/12 (iš viso/šiandien),460,54.695493,25.285133,137/12,"CHAPTERS co-living – naujas būsto nuomos modelis.
Gyvenk naujai įrengtame bute centrinėje miesto dalyje ir naudokis bendromis laisvalaikio, sporto ir poilsio erdvėmis bei mėgaukis bendruomenės gyvenimu – viskas įskaičiuota į nuomos kainą.APIE PROJEKTĄ „CHAPTERS“
Prie tavo gyvenimo ritmo prisitaikančios gyvenamosios erdvės, įkvėptos pasaulyje sparčiai populiarėjančio būsto nuomos modelio. Tai vienintelis Co-living erdvių projektas centrinėje Vilniaus miesto dalyje. Urban stiliumi įrengti butai su virtuve ir vonios kambariu bei išskirtinės laisvalaikio erdvės, kurios itin patiks aktyviam-crazy-gyvenimo-ištroškusiam TU, o balansą tarp privatumo ir bendruomenės gyvenimo nusistatyk pats.LAISVALAIKIO ERDVĖS (nemokamai)
• Lounge zona
• Atskiros poilsio zonos aukštuose: „Talk lounge“, „Book lounge“ ir „Game lounge“
• Kino salė
• Sporto salė su treniruokliais
• Žaidimų zona
• Pirtis
• Renginių erdvė
• Didžiulė virtuvė ir valgomasisGYVENAMOSIOS ERDVĖS
• Naujai renovuotame pastate urban stiliumi įrengti nauji butai – būk pirmas gyventojas
• Viskuo už tave pasirūpinta – galvos sukti pačiam nereikės: fiksuoti komunaliniai mokesčiai, skaitliukai nurašomi už tave
• Minimalūs įsipareigojimai ir didelis lankstumas – nuomokis tokiam laikui, kokiam nori
• Butai draugiški gyvūnamsĮ NUOMOS KAINĄ ĮSKAIČIUOTA
• Wi-fi
• Šviežiai skrudinta kava
• Visos laisvalaikio, sporto ir poilsio erdvės
• Skalbykla
• Daiktų saugykla
• Dviračių ir paspirtukų saugojimo patalpaBENDRUOMENĖ
• Svarbiausia vertė – bendruomenės vibe'as. Gyvenk ten, kur vyksta veiksmas ir verda gyvenimas
• Bendriems renginiams skirtos erdvės
• Periodiškai organizuojami renginiai bendruomeneiVIETA
• Centrinė miesto dalis
• Maisto prekių parduotuvė, du prekybos centrai, autobusų stotelės, kavinės – vos kelių šimtų metrų spinduliuPasikalbėkime plačiau:info@chapters.ltDaugiau apie projektą sužinok www.chapters.lt
CHAPTERS. VISIEMS TU.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-slucko-g-chapters-co-living-naujas-busto-nuomos-4-1118411/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Šnipiškės, Slucko g., 1 kambario buto nuoma",8,11 m²,410 €,1,2,4,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, Nauja elektros instaliacija, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais",,"Su baldais, Plastikiniai vamzdžiai","Kodinė laiptinės spyna, Vaizdo kameros",www.aruodas.lt/4-1201228,2022-12-27,2022-12-27,,4,256/30 (iš viso/šiandien),410,54.695493,25.285133,256/30,"CHAPTERS co-living – naujas būsto nuomos modelis.
Gyvenk naujai įrengtame bute centrinėje miesto dalyje ir naudokis bendromis laisvalaikio, sporto ir poilsio erdvėmis bei mėgaukis bendruomenės gyvenimu – viskas įskaičiuota į nuomos kainą.APIE PROJEKTĄ „CHAPTERS“
Prie tavo gyvenimo ritmo prisitaikančios gyvenamosios erdvės, įkvėptos pasaulyje sparčiai populiarėjančio būsto nuomos modelio. Tai vienintelis Co-living erdvių projektas centrinėje Vilniaus miesto dalyje. Urban stiliumi įrengti butai su virtuve ir vonios kambariu bei išskirtinės laisvalaikio erdvės, kurios itin patiks aktyviam-crazy-gyvenimo-ištroškusiam TU, o balansą tarp privatumo ir bendruomenės gyvenimo nusistatyk pats.LAISVALAIKIO ERDVĖS (nemokamai)
• Lounge zona
• Atskiros poilsio zonos aukštuose: „Talk lounge“, „Book lounge“ ir „Game lounge“
• Kino salė
• Sporto salė su treniruokliais
• Žaidimų zona
• Pirtis
• Renginių erdvė
• Didžiulė virtuvė ir valgomasisGYVENAMOSIOS ERDVĖS
• Naujai renovuotame pastate urban stiliumi įrengti nauji butai – būk pirmas gyventojas
• Viskuo už tave pasirūpinta – galvos sukti pačiam nereikės: fiksuoti komunaliniai mokesčiai, skaitliukai nurašomi už tave
• Minimalūs įsipareigojimai ir didelis lankstumas – nuomokis tokiam laikui, kokiam nori
• Butai draugiški gyvūnamsĮ NUOMOS KAINĄ ĮSKAIČIUOTA
• Wi-fi
• Šviežiai skrudinta kava
• Visos laisvalaikio, sporto ir poilsio erdvės
• Skalbykla
• Daiktų saugykla
• Dviračių ir paspirtukų saugojimo patalpaBENDRUOMENĖ
• Svarbiausia vertė – bendruomenės vibe'as. Gyvenk ten, kur vyksta veiksmas ir verda gyvenimas
• Bendriems renginiams skirtos erdvės
• Periodiškai organizuojami renginiai bendruomeneiVIETA
• Centrinė miesto dalis
• Maisto prekių parduotuvė, du prekybos centrai, autobusų stotelės, kavinės – vos kelių šimtų metrų spinduliuPasikalbėkime plačiau:info@chapters.ltDaugiau apie projektą sužinok www.chapters.lt
CHAPTERS. VISIEMS TU.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-slucko-g-chapters-co-living-naujas-busto-nuomos-4-1201228/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Naujamiestis, Smolensko g., 1 kambario buto nuoma",12,17 m²,410 €,1,1,4,2021,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Virtuvė sujungta su kambariu, Galima deklaruoti gyvenamąją vietą, Galima su gyvūnais",,"Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai","Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros",www.aruodas.lt/4-1197920,2022-12-27,2022-12-27,,50,426/55 (iš viso/šiandien),410,54.674284,25.257984,426/55,"CHAPTERS co-living – naujas būsto nuomos modelis.
Gyvenk naujai įrengtame bute centrinėje miesto dalyje ir naudokis bendromis laisvalaikio, sporto ir poilsio erdvėmis bei mėgaukis bendruomenės gyvenimu – viskas įskaičiuota į nuomos kainą.APIE PROJEKTĄ „CHAPTERS“
Prie tavo gyvenimo ritmo prisitaikančios gyvenamosios erdvės, įkvėptos pasaulyje sparčiai populiarėjančio būsto nuomos modelio. Tai vienintelis Co-living erdvių projektas centrinėje Vilniaus miesto dalyje. Urban stiliumi įrengti butai su virtuve ir vonios kambariu bei išskirtinės laisvalaikio erdvės, kurios itin patiks aktyviam-crazy-gyvenimo-ištroškusiam TU, o balansą tarp privatumo ir bendruomenės gyvenimo nusistatyk pats.LAISVALAIKIO ERDVĖS (nemokamai)
• Trys atskiros lounge zonos bendrojoje erdvėje
• Poilsio zonos kiekviename aukšte
• Stogo terasa
• Kino salė
• Sporto salė su treniruokliais
• Pirtis su atskiru poilsio kambariu
• Renginių erdvė
• Didžiulė virtuvė ir valgomasis
• Meditacijų kambarys
• Darbo erdvėGYVENAMOSIOS ERDVĖS
• Naujai renovuotame pastate urban stiliumi įrengti nauji butai – būk pirmas gyventojas
• Viskuo už tave pasirūpinta – galvos sukti pačiam nereikės: fiksuoti komunaliniai mokesčiai, skaitliukai nurašomi už tave• Minimalūs įsipareigojimai ir didelis lankstumas – nuomokis tokiam laikui, kokiam nori
• Butai draugiški gyvūnams
• Dalis I-ojo aukšto butų – su terasomisĮ NUOMOS KAINĄ ĮSKAIČIUOTA
• Wi-fi
• Visos laisvalaikio, sporto ir poilsio erdvės
• Dviračių ir paspirtukų saugojimo patalpaBENDRUOMENĖ
• Svarbiausia vertė – bendruomenės vibe'as. Gyvenk ten, kur vyksta veiksmas ir verda gyvenimas
• Bendriems renginiams skirtos erdvės
• Periodiškai organizuojami renginiai bendruomeneiVIETA
• Centrinė miesto dalis
• Maisto prekių parduotuvė, autobusų stotelės, kavinės – vos kelių šimtų metrų spinduliuButo komunaliniai mokesčiai yra fiksuoti – 90 €/mėn.Išsirink savo butą iš kelių galimų spalvų ir tipų pasirinkimų: lofto, buto su terasa, vienviečio ar pritaikyto gyventi dviems.Pasikalbėkime plačiau:info@chapters.ltDaugiau apie projektą sužinok www.chapters.lt
CHAPTERS. VISIEMS TU.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-chapters-co-living-naujas-busto-nuomos-4-1197920/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
"Vilnius, Naujamiestis, Vinco Kudirkos g., 2 kambarių buto nuoma",9,55 m²,650 €,2,1,4,1955,Mūrinis,Centrinis,Įrengtas,,,,,www.aruodas.lt/4-1055907,2022-12-11,2022-12-26,2023-01-25,7,3208/21 (iš viso/šiandien),650,54.684048,25.265157,3208/21,"2 kambarių tvarkingas butas nuomai kartu su parkingo vieta kieme.
Puikioje vietoje ant tauro kalno.
Visa reikalinga buitinė įranga.
Visi baldai. Aukštos lubos.Nuomoja savininkas, galima gyventi nuo gruodžio 30d.
Be vaikų ir be gyvūnų.",,14.8 µg/m3,22 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vinco-kudirkos-g-kambariu-tvarkingas-butas-nuomai-kartu-su-4-1055907/,'NoneType' object has no attribute 'text',,,34,,,2022_12_30
"Vilnius, Pašilaičiai, Salomėjos Nėries g., 2 kambarių buto nuoma",103,50 m²,500 €,2,8,12,2008,Mūrinis,Kita,Įrengtas,,,,,www.aruodas.lt/4-1202700,2022-12-20,2022-12-27,2023-01-04,2,535/26 (iš viso/šiandien),500,54.742411,25.22911,535/26,"Nuomojamas įrengtas 2 kambarių butas.Butas tilioje ramioje vietoje, netoli miškas.
Šildymas: autonominis su individualia apskaita
Įranga: svetainės baldai, miegamojo baldai, buitinė technika, sieninė drabužių spinta, šaldytuvas, viryklė, skalbimo mašina,internetas, buitine technika.
Ypatybės: vonia-WC kartu, svetainė-virtuvė kartu, liftas, yra balkonas.
Netoli prekybos centrai BIG Maxima, Norfa, Lidl ,RIMI ir kiti.",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-salomejos-neries-g-nuomojamas-irengtas-kambariu-butasbutas-4-1202700/,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,,2022_12_30
