skelbimo_pavadinimas,Namo numeris:,Plotas:,Kaina mėn.:,Kambarių sk.:,Aukštas:,Aukštų sk.:,Metai:,Pastato tipas:,Šildymas:,Įrengimas:,Nuoroda,Įdėtas,Redaguotas,Aktyvus iki,Įsiminė,Peržiūrėjo,kaina_eur,coordinate_x,coordinate_y,Skelbimą peržiūrėjo (iš viso/šiandien),Skelbimo tekstas,energijos_suvartojimo_klase,Azoto dioksidas (NO2),Kietosios dalelės (KD10),url_crawl,Pastato energijos suvartojimo klasė:,Ypatybės:,Papildomos patalpos:,Papildoma įranga:,Apsauga:,error_get_energy_consumption_class,error_get_air_polution_data,Buto numeris:,error_get_coordinates,error_get_perziuru_sk,scrape_date
"Vilnius, Šnipiškės, Kintų g., 2 kambarių buto nuoma",13,34 m²,795 €,2,3,4,2022,Monolitinis,Centrinis,Įrengtas,www.aruodas.lt/4-1176489,2022-09-13,2022-10-28,2022-12-22,22.0,2563/45 (iš viso/šiandien),795,54.7015,25.277296,2563/45,"Išnuomojamas visiškai naujas, puikiai įrengtas, stilingas, šviesus butas šalia centro Kintų gatvėje:
•	Puiki vieta, vos keli šimtai metrų nuo „Europos“ prekybos centro, netoli Baltojo tilto;
•	Butas visiškai naujas, jame yra viskas ko reikia:o	svetainė sujungta su valgomuoju ir virtuve (kaitlentė, orkaitė / mikrobangų krosnelė viename, indaplovė),
o	miegamasis su erdvia spinta,
o	darbo vieta su patogiu stalu bei kėde,
o	drabužinė / tamsus kambarys,
o	vonios kambarys su dušu ir skalbimo mašina,
o	didžiulis balkonas (8 kvadratiniai metrai),
o	puikus, skoningai apželdintas, su pasivaikščiojimo takais ir suoliukais bei žaidimo aikštelėmis vidinis uždaras kiemas;
•	Butas puikiai įrengtas su kokybiška buitine bei vaizdo technika, pagal užsakymą pagamintais baldais, kilimu, užuolaidomis bei kitomis interjero detalėmis, individuali rekuperacija, labai ekonomiškas (A+ klasė)
•	Už papildomą mokestį galima išsinuomoti parkavimo vietą garaže po namu;
•	Bute nerūkoma, butas nuomojamas asmeniui (asmenims) be naminių gyvūnų;
•	Pasirašius sutartį, imamas 2 mėn. depozitas.A brand new, well-furnished, stylish, and bright apartment for rent near the center on Kintu street:
• Great location, just a few hundred meters from the ""Europa"" shopping center, near the White Bridge;
• The apartment is designed perfectly, with everything you need:
•the living room is connected with the dining room and kitchen (hob, oven / microwave hybrid, dishwasher),
•bedroom with a spacious closet,
•workplace with a comfortable table and chair,
•cloakroom/darkroom,
•bathroom with a shower and washing machine,
•huge balcony (8 square metres),
•great, tastefully landscaped inner courtyard with walking paths, benches and playgrounds;
• The apartment is perfectly equipped with high-quality household and video equipment, custom-made furniture, carpet, curtains and other interior details, individual recuperation, very economical (A+ class);
• You can rent a parking space in the garage under the house (for an additional fee);
• The apartment is non-smoking, the apartment is rented to person(s) without pets;
• After signing the contract, 2 months deposit is required.
",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kintu-g-isnuomojamas-visiskai-naujas-puikiai-4-1176489/,A+,"Uždaras kiemas, Internetas, Virtuvė sujungta su kambariu","Balkonas, Vieta automobiliui, Drabužinė","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina, Rekuperacinė sistema","Šarvuotos durys, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Pašilaičiai, Eitminų g., 2 kambarių buto nuoma",12,44 m²,580 €,2,6,9,2016,Mūrinis,"Centrinis, centrinis kolektorinis",Įrengtas,www.aruodas.lt/4-575387,2022-10-31,2022-11-01,2022-11-15,65.0,17415/149 (iš viso/šiandien),580,54.74098,25.219771,17415/149,"Puikus ir labai jaukus 2 kambariu butas.Šildymas 2022 01 - 30 Eur/mėn!Eitminų gatvėje, 2017 m. statybos mūriniame name, nuomojamas labai gerai įrengtas 2 k. butas. 37 kv. m butus ir 9 kv.m uzstiklinta lodžija. Virtuvė su salonu bendra, atskiras įzoliuotas miegamasis, vonia su tualetu kartu . Prieškambaryje ir į miegamąjį įrengta didelė sieninė spinta. Labai Didelė uzstiklinta lodžija 9kv.m. Labai šiltas ir ekonomiškas butas. Šildymas AUTONOMIŠKAI reguliuojamas, kitos islaidos 12 euro, saskaitos nebus didesnės nei 30 Eur. Bute yra visa reikalinga nauja buitinė technika: šaldytuvas, el. viryklė, el. orkaitė, skalbimo mašina, baldai nauji ir geros kokybės. Pageidaujami tvarkingi nuomininkai BE NAMINIŲ GYVŪNŲ. Butas yra NAUJOS STATYBOS NAME. Laiptinės durys su kodine spyna. Buto durys - šarvo.
Plastikiniai langai, rakinama laiptinė, su baldais, kabelinė televizija, internetas.
Prie namo įrengta vaikų žaidimų aikštelė. Netoliese prekybos centras BIG ir parduotuvė Maxima. Netoliese yra darželis, mokyklos, sporto klubas.
Viešojo transporto stotelės vos už poros minutės kelio. Patogus susisiekimas su bet kuria miesto dalimi.
Dušas ir WC kartu. Netoliese autobuso stotelės, Maxima, Prekybos centras - BIG.
Už papildomą kainą GALIMA IŠSINUOMOTI POŽEMINĮ GARAŽĄ (su pakeliamais rakinamais garažo vartais).
2 menesio uzstata ir 1 menesi nuoma i preke.!!",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-eitminu-g-puikus-ir-labai-jaukus-2-kambariu-butas-4-575387/,,"Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu","Balkonas, Terasa","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Dušo kabina, Vonia","Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna",,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Naujamiestis, Ceikinių g., 2 kambarių buto nuoma",11,50 m²,950 €,2,1,6,2020,Monolitinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1190462,2022-11-01,2022-11-01,2022-12-16,4.0,147/147 (iš viso/šiandien),950,54.693445,25.286587,147/147,"“Butukas su terasa ir hamaku !”Išnuomojamas 2 kambarių , jaukus ir stilingas butukas su nuosavu kiemeliu ir patogia terasa, su požeminiu parkingu ir sandėliuku!Butas yra moderniame ir prestižiniame gyvenamųjų namų komplekse “Rinktinės URBAN 2” , pačiame Vilniaus centre ,Ceikinių gatvėje.Visas projektas gražiai išpuoselėtas ir nuolat prižiūrimas , uždara ir saugoma teritorija.Super tobula vieta mieste ,nes visos vietos lengvai pasiekiamos !Butui priklauso nuosavas ,atskiras kiemelis ir terasa ,kurioje gulint hamake galima jaustis kaip Havajuose !«Квартирка с терассой и гамаком!»Сдаётся 2-ух комнатная ,уютная и стильная квартирка со своим двориком и удобной террасой,с подземной парковкой и кладовкой!Квартирка находится в модерном и престижном жилом комплексе “Rinktinės URBAN 2”в самом центре Вильнюса по улице Ceikinių.Весь проект очень ухожен ,закрыт и охраняемый.
Удобная локация .
Квартире принадлежит свой индивидуальный дворик с террасой, на которой отдыхая в гамаке можносебя почувствовать как на Гаваях ,а быть в центре Вильнюса !",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-ceikiniu-g-butukas-su-terasa-ir-hamaku-isnuomojamas-4-1190462/,A+,"Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Virtuvė sujungta su kambariu","Sandėliukas, Terasa, Vieta automobiliui","Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Vonia, Rekuperacinė sistema","Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Balsiai, Aitvarų g., 1 kambario buto nuoma",56,40 m²,400 €,1,1,3,2001,Mūrinis,"Dujinis, kietu kuru",Įrengtas,www.aruodas.lt/4-1185302,2022-10-12,2022-10-27,2022-11-26,5.0,899/70 (iš viso/šiandien),400,54.785766,25.356492,899/70,"Išnuomojamas 1 kambario butas privačiame name, cokoliniame aukšte, langai išeina į vidinį kiemą
Atskira virtuvė, erdvus kambarys. Yra WC ir dušas.
Pilnai įrengtas ir apstatytas su buitine technika (el.viryklė, šaldytuvas, skalbimo mašina). Yra internetas.
Namas dalinai renovuotas, pakeistas ir apšiltintas stogas, sudėti plastikiniai langai
Yra galimybė pasišildyti ir kietu kuru, yra pečius su šylančia sienaAtskiras įėjimas iš bendros laiptinės, arba individualus įėjimas iš terasos. uždaras kiemas, yra pavėsinė.
Rami vieta, netoli mokyklos, asfaltuota apšvieta gatvė, draugiški kaimynai
Nuoma tiesiai iš savininkų, be tarpininkų
Brokerių ir tarpininkų paslaugos nedomina
Jūratė
tel. +37066396879
juratestriaukiene@gmail.com",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-balsiuose-aitvaru-g-isnuomojamas-1-kambario-butas-privaciame-name-4-1185302/,,,,,,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Santariškės, Santariškių g., 2 kambarių buto nuoma",57,36 m²,500 €,2,3,3,2013,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1188106,2022-10-31,2022-10-31,2022-11-21,4.0,228/103 (iš viso/šiandien),500,54.763302,25.283855,228/103,"Išnuomojamas kompaktiškas dviejų kambarių butas (36 kv. m) mažaaukštės statybos name Santariškių g. Su balkonu. Įdiegta automatika šildymui, todėl labai ekonomiškas. Vonioje - didelis gyvatukas su automatiniu nustato mu šilumos palaikymu. Talpi sieninė spinta, kurioje galima susidėti labai nemažai daiktų. Butas puikioje vietoje - ramus rajonas, prie pat gamta - Verkių regioninio parko miškai, visai netoli darželiai, parduotuvė. Labai patogus susisiekimas, parkingas prie pat namo automobiliui, yra galimybė parkuoti požeminiame parkinge. Nuomos kaina+ komunaliniai (nedideli, pagal kvadratūrą ir pagal suvartojimą remiantis skaitiklių duomenimis). Be tarpininkų ir agentūros mokesčų, Sutarties terminą galima derinti individualiai, pagal poreikius, bet palankiausia ilgalaikė nuoma.",3 Klasė Gera (1-3),,,https://www.aruodas.lt/butu-nuoma-vilniuje-santariskese-santariskiu-g-isnuomojamas-kompaktiskas-dvieju-kambariu-4-1188106/,,"Aukštos lubos, Virtuvė sujungta su kambariu","Balkonas, Drabužinė","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Vonia","Šarvuotos durys, Kodinė laiptinės spyna",,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Senamiestis, Žygimantų g., 1 kambario buto nuoma",11,20 m²,650 €,1,4,5,"1899 statyba, 2020 renovacija",Mūrinis,"Centrinis, elektra",Įrengtas,www.aruodas.lt/4-1017813,2022-08-29,2022-10-29,2023-02-06,88.0,503/35 (iš viso/šiandien),650,54.690526,25.282671,503/35,"Patogūs nedideli namai. Dėl individualaus pasiūlymo kreiptis reservations@thejoseph.lt.Fully furbished and serviced apartments for those who appreciate their time, safety and absolute privacy.- includes changing sheets / towels
- laundry service using top of the line Miele washers / dryers
- gourmet coffee out of the freshly roasted coffee beans
- in-room breakfast upon agreed time (optional)
- soundproof walls / doors
- designer furniture / spacious floor to ceiling wardrobes / marble bathrooms
- premium down duvets and pillows / Italian satin bedding
- hi-speed wi-fiPerfect for staycation or a long time stay in Vilnius.The Joseph is located a few minutes’ walk from Cathedral Square, the heart of Old Town Vilnius. This seven-room boutique apartment hotel offers the best modern conveniences and an inviting atmosphere made cozy by special design touches.Each room has a large Sony flat-screen TV, mood lighting, heated floors, and blackout curtains as well as a sitting area, wardrobe, and ensuite bathroom with a bidet and walk-in shower. At an additional cost, each morning, guests can enjoy a gourmet breakfast. Free wi-fi and complimentary coffee.
Enjoy a riverside or courtyard view in a historic building in intimately appointed surroundings!Kitchenettes are being added.Please get in touch to book a viewing or reserve a stay:
E-mail: reservations@thejoseph.lt
Cell / WhatsApp +37069127722Monthly rates start at 650€ + services",5 Klasė Vidutinė (4-5),,,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-zygimantu-g-patogus-nedideli-namai-del-individualaus-4-1017813/,,"Aukštos lubos, Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Galima deklaruoti gyvenamąją vietą",Drabužinė,"Kondicionierius, Skalbimo mašina, Su baldais, Šildomos grindys, Dušo kabina","Šarvuotos durys, Vaizdo kameros",,'NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Naujamiestis, Mindaugo g., 2 kambarių buto nuoma",23,"68,34 m²",850 €,2,4,5,2008,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1189508,2022-10-27,2022-10-27,2023-02-04,14.0,493/64 (iš viso/šiandien),850,54.673664,25.274427,493/64,"NUOMOJAMAS 2k. BUTAS SU BALKONU MINDAUGO G 23. VILNIUJE!BUTAS JAU LAISVAS. NUOMOS TERMINAS NUO 12 MĖNESIŲ.Jokių tarpininkavimo mokesčių!BENDRA INFORMACIJA
- Buto plotas – 68,34 kv. m.;
- Statybos metai – 2009;
- Namo tipas – mūrinis;
- Kambarių skaičius –2;
- Aukštas – 4/5;PRIVALUMAI:
- Kokybiškos šarvuotos durys;
- Šiltas butas;
- Apynaujos statybos namas;
- Bute yra balkonas;
- Yra didelis su lentynomis ir stalčiais sandėliukas;
- Dideli langai;
- Nuomojama su visais baldais ir buitine technika; Nėra televizoriaus!
- Yra indaplovė;
- Jaukus interjeras;
- Nedideli išlaikymo kaštai;
- Buto vieta miesto centre;
- Durų skambutis su telefonspine;
- Rami ir strategiškai gera vieta ribojasi su senamisčiu senamiestis.KOMUNIKACIJOS
- Šildymas – centrinis- kolektorinis (reguliojamas);
- Internetas;
- Kabelinė televizija;
- Signalizacija.ĮRENGIMAS
- Grindys – medinės;
- Langai – plastikiniai.PAPILDOMA INFORMACIJA
- Butas yra šviesus ir erdvus;
- Vonios kambarys ir tualetas – kartu;
- Butas su balkonu (4kv.m.);
- Tvarkinga rakinama laiptinė su telefonspyne.INFRASTRUKTŪRA
- Netoliese mokymo, udgymo, gydymo įstaigos;
- Patogus susisiekimas tiek viešuoju transportu, tiek nuosavu automobiliu;
- Šalia viešojo transporto stotelė.BROKERIŲ MALONIAI PRAŠOME NETRUGDYTI !!!",4 Klasė Vidutinė (4-5),14.7 µg/m3,22.8 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-mindaugo-g-nuomojamas-2k-butas-su-balkonu-mindaugo-g-23-4-1189508/,,"Atskiras įėjimas, Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu","Sandėliukas, Balkonas","Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Vonia","Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna",,,,,,2022_11_02
"Vilnius, Senamiestis, Šv. Dvasios g., 2 kambarių buto nuoma",6,39 m²,950 €,2,3,4,2021,Monolitinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1179835,2022-10-23,2022-10-23,2023-02-01,9.0,337/35 (iš viso/šiandien),950,54.67504,25.291332,337/35,"Išnuomojamas, naujas, puikiai išplanuotas, interjero dizainerės labai gerai įrengtas, jaukus 2 kambarių butas Vilniaus senamiestyje “Bastėja Life” projekte, tarp Šv. Dvasios ir Strazdelio gatvių. Įrengimo darbai baigti 2022 m. rugsėjo mėn. A energetinio efektyvumo klasė, maži komunaliniai.IŠPLANAVIMAS:
- Erdvi svetainė su virtuve ir langais į vidinį kiemą;
- Jaukus miegamasis su patogia darbo vieta ir drabužių spinta;
- Vonios kambarys ir tualetas.
ĮRENGIMAS:
- Interejero dizainerės projektuotas ir kokybiškai įrengtas butas su visais reikalingais baldais, visa buitine technika ieškantiems jaukių ir patogių namų;
- Bute rasite viską, ko reikia kasdieniniam gyvenimui: stilingus stalo įrankius, virdulį, indus, puodus ir keptuvę, puodelius, kavinuką, taures, stiklines, visus virtuvės įrankius ir priedus (atidarytuvą, samtį, žirkles, peilius, padėkliukus, šluostes, indus maisto gamybai ir kt.);
- Virtuvėje įrengta indaplovė, šaldytuvas, kaitlentė ir orkaitė bei gartraukis;
- Vonios kambaryje įrengta skalbimo mašina ir skalbinių džiovyklė;
- Miegamajame įrengta talpi sieninė spinta;
- Bute rasite naujus kokybiškos medvilnės rankšluosčius, patalus, pagalves ir patalynės, paruoštus pirmiems buto šeimininkams.ŠILDYMAS:
- Šildymas reguliuojamas, centrinis-kolektorinis;
- Įrengta bendra oro rekuperacinė sistema.
PARKAVIMAS:
- Yra galimybė gyventojui išsinuomoti iš savivaldybės už simbolinį mokestį automobilio parkavimo vietą šalia namų mėlynojoj zonoje (metinis
parkavimo leidimas namo gyventojams).
VIETA:
- Vilniaus senamiestyje tarp Šv. Dvasios ir Strazdelio gatvių naujos statybos, kokybiškai įrengtas namas;
- Pro plačius namo langus atsiveria senamiesčio panorama, visai šalia – Vilniaus gynybinės sienos bastėja, Aušros vartai, Šv. Teresės bažnyčia.
PRIVALUMAI:
- Lauko durys su kodine spyna;
- A energijos klasės namas;
- Jaukiai įrengtas, apželdintas ir uždaras vidinis kiemas su veja ir žaidimų aikštele.Nuotraukos: Lukas Kučinskas, www.lukaskucinskas.lt
Interjero dizainas: Greta Čibirė, www.gridstudija.lt",,19.2 µg/m3,24.6 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-sv-dvasios-g-isnuomojamas-naujas-puikiai-isplanuotas-4-1179835/,A+,"Aukštos lubos, Uždaras kiemas, Virtuvė sujungta su kambariu",,"Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Indaplovė, Dušo kabina, Rekuperacinė sistema","Kodinė laiptinės spyna, Vaizdo kameros",'NoneType' object has no attribute 'text',,,,,2022_11_02
"Vilnius, Senamiestis, Universiteto g., 2 kambarių buto nuoma",2,51 m²,900 €,2,3,3,"1800 statyba, 2018 renovacija",Mūrinis,Centrinis,Įrengtas,www.aruodas.lt/4-982139,2022-09-26,2022-09-26,2023-01-30,146.0,714/21 (iš viso/šiandien),900,54.681658,25.286205,714/21,"Jaukus naujas dviejų kambarių butas naujai restauruotame pastate Vilniaus senamiestyje puikioje vietoje!Pilnai įrengtas ir apstatytas. `Uždaras kiemas.
Skelbimo kaina - ilgalaikiam kontraktui; + fiksuotas komunalinių, įskaitant Telia tv/internet, mokestis EUR 200.Jei butas pažymėtas kaip Rezervuotas, kreipkitės - pasiūlysiu panašių.Butą valdo NT valdymo ir nuomos bendrovė Domillion. Padėsime jums išsinuomoti namus Vilniaus senamiestyje.",7 Klasė Bloga (6-8),16.6 µg/m3,24 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-universiteto-g-jaukus-naujas-dvieju-kambariu-butas-naujai-4-982139/,,"Butas palėpėje, Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu",,"Kondicionierius, Skalbimo mašina, Su baldais, Šaldytuvas, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Dušo kabina","Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna",,,,,,2022_11_02
"Vilnius, Senamiestis, J. Basanavičiaus g., 1 kambario buto nuoma",8A,31 m²,750 €,1,3,3,"1940 statyba, 2018 renovacija",Mūrinis,Aeroterminis,Įrengtas,www.aruodas.lt/4-1173859,2022-10-07,2022-10-20,2023-01-28,12.0,629/24 (iš viso/šiandien),750,54.68007,25.275399,629/24,"Visiškai nauja, ypač jauki, išmani ir jaunatviška studija pačiame Vilniaus senamiestyje, šalia MO muziejaus, vos kelios minutės iki Vokiečių gatvės ar žaliosios zonos - Reformatų parko. Stilingą interjerą užtikrina dizainerių sprendimai. Stoglangiai šlaitinėse lubose orientuoti į ramų ir tylų vidinį kiemelį pietų pusėje, tad žiemą šildys pietinė saulė, o vasarą perkaisti neleis kondicionierius. Pastato renovacijos metu pakeistas stogo čerpės, lubos papildomai apšiltintos akmens vata, todėl jos nepraleidžia nei šalčio žiemą, nei karščio vasarą. Įrengta tik kokybiškomis medžiagomis, sumontuota aukštos kokybės san. mazgo įranga, bei buitinė technika: kaitlentė, orkaitė, šaldytuvas, skalbimo mašina. Taip pat, studijoje įmontuotą šilumos siurblį, rekuperacijos sistemą ir grindinį šildymą san. mazge galėsite valdyti telefonu. Jūsų saugumą užtikrins sumontuota signalizacija, o švara pasirūpins robotas siurblys.Viskas naujai įrengta ir apstatyta, būsite pirmieji!Galimybė išsinuomuoti vietą automobiliui žalioje/geltonoje zonoje.Nuomojama tik ramiems ir tvarkingiems nuomininkams.
Tarpininkų paslaugos nedomina!_____________________________________________________________Completely new, particularly cozy, smart and youthful studio in the very Old Town of Vilnius, next to the MO Museum, just a few minutes from Vokiečių Street or the green area - Reformatų Park. Designer solutions ensure a stylish interior. The skylights in the sloping ceiling are oriented towards the calm and quiet inner courtyard on the south side, so the southern sun will warm in the winter, and the air conditioner will not allow you to overheat in the summer. During the renovation of the building, the roof tiles were replaced, the ceiling was additionally insulated with stone wool, so it does not let in either the cold in winter or the heat in summer. Furnished only with quality materials, high-quality bathroom is installed. unit equipment and household appliances: stove, oven, refrigerator, washing machine. Also, the studio has a heat pump, recuperation and floor heating in the bathroom, which you will be able to control by your phone. Your safety will be ensured by an installed alarm system, and cleanliness will be taken care of by a robotic vacuum cleaner.Everything is newly furnished and equipped, you will be the first!Possibility to rent a parking space in the green/yellow zone.For rent only to calm and orderly tenants for long term period.",,15 µg/m3,22.9 µg/m3,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-basanaviciaus-g-visiskai-nauja-ypac-jauki-ismani-ir-4-1173859/,,"Nauja kanalizacija, Nauja elektros instaliacija",,"Kondicionierius, Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Dušo kabina, Rekuperacinė sistema","Šarvuotos durys, Signalizacija, Kodinė laiptinės spyna",'NoneType' object has no attribute 'text',,,,,2022_11_02
"Vilnius, Senamiestis, Pylimo g., 2 kambarių buto nuoma",43,55 m²,750 €,2,3,4,1950,Mūrinis,Dujinis,Įrengtas,www.aruodas.lt/4-1182636,2022-10-04,2022-10-29,2023-01-12,17.0,845/52 (iš viso/šiandien),750,54.675296,25.282652,845/52,"Nuomojamas stilingas, naujai įrengtas butas Vilniaus senamiestyje.PAPILDOMA INFORMACIJA:
• Dizainerio kurtas interjeras, viskas apgalvota iki smulkių detalių.
• Butą galima išsinuomoti nuo 2022-12-01, tačiau apžiūrėti ir rezervuoti galima jau dabar.
• Būkite pirmieji buto gyventojai.
• Brokerių paslaugos šiuo metu NEDOMINA, prašome netrukdyti.• Labai gera lokacija (prie ""kiaušinio""), butas labai šiltas ir jaukus.
• Įrengta talpi drabužinė, taip pat yra atskira techninė patalpa su daiktų talpykla, bei dvi erdvios spintos.
• Virtuvėje sumontuota indaplovė ir techninėje patalpoje skalbimo mašina su džiovinimo funkcija.• Aukštos lubos ir dideli langai sukuria tikrą senamiesčio atmosferą bute.
• Mažos eksploatacinės išlaidos, naujas ir ekonomiškas dujinis katilas šildo butą (grindinis šildymas) ir ruošia karštą vandenį.
• Tvarkingi kaimynai.BENDRA INFORMACIJA:
• Bendras plotas: 55 kv.m.
• Aukštas: 3 iš 4PARKAVIMAS:
• Namo kieme yra automobilių stovėjimo aikštelė (nemokama).",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pylimo-g-nuomojamas-stilingas-naujai-irengtas-butas-4-1182636/,,"Atskiras įėjimas, Aukštos lubos, Nauja kanalizacija, Nauja elektros instaliacija, Internetas, Kabelinė televizija, Virtuvė sujungta su kambariu","Balkonas, Vieta automobiliui, Drabužinė","Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Indaplovė, Dušo kabina",Šarvuotos durys,'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',,,,2022_11_02
"Vilnius, Šnipiškės, Giedraičių g., 2 kambarių buto nuoma",56,38 m²,800 €,2,4,5,2022,Mūrinis,Centrinis kolektorinis,Įrengtas,www.aruodas.lt/4-1158178,2022-07-12,2022-08-30,2023-01-08,34.0,5695/21 (iš viso/šiandien),800,54.702431,25.279249,5695/21,"PAČIOJEMIESTO ŠIRDYJE NUOMOJAMAS NAUJAI ĮRENGTAS, ŠVIESUS IR JAUKUS 2 KAMBARIŲ BUTAS!BŪKITE PIRMIEJI GYVENTOJAI!!!!!!- Su augintiniais nepriimame;
- Pirmenybė teikiama be mažamečių vaikų;
- Nuomojama ne mažiau metams laiko su galimybe pratęsti/nutraukti nuomą;Be tarpininkų, nėra sutarties sudarymo mokesčio (tarpininkai, prašome nesikreipti)Skambinti dėl buto nuomos nuo 10h iki 20h vakaro.+37066392851
",,,,https://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-giedraiciu-g-pacioje-miesto-sirdyje-nuomojamas-naujai-4-1158178/,A+,"Nauja kanalizacija, Nauja elektros instaliacija, Uždaras kiemas, Virtuvė sujungta su kambariu",Balkonas,"Skalbimo mašina, Su baldais, Šaldytuvas, Šildomos grindys, Virtuvės komplektas, Viryklė, Plastikiniai vamzdžiai, Vonia, Rekuperacinė sistema","Šarvuotos durys, Kodinė laiptinės spyna, Vaizdo kameros",'NoneType' object has no attribute 'text','NoneType' object has no attribute 'find_all',24,,,2022_11_02
